Muon_pt
6.41038
17.2317
23.8853
9.53878
25.0378
22.8945
19.9018
26.9664
26.3395
23.31
7.56532
8.07772
15.9963
8.74207
13.2014
6.86027
20.4755
6.22828
6.30841
15.7369
14.8301
16.3664
28.7909
27.5034
11.8109
17.4164
6.7081
24.5193
7.16229
19.0017
12.2555
8.38488
14.7191
19.0812
6.59849
23.5429
23.6226
5.91499
28.4004
10.4753
24.8749
22.3801
7.58672
20.146
25.1462
6.88147
17.8783
25.3262
18.0684
22.4417
19.4774
9.45773
21.9486
29.3438
28.9294
9.63023
11.9978
5.40579
20.044
13.1495
9.83995
19.9694
28.4963
21.3051
5.96737
20.7957
18.2981
7.82256
16.3611
12.1759
8.00046
28.3408
22.0892
27.7645
17.8262
19.8126
15.3726
10.1299
13.7063
10.7203
10.1542
24.9989
21.4055
16.4325
22.0758
24.5091
9.90296
20.3621
17.5543
15.9478
6.63641
5.18508
5.56091
19.2647
20.8583
21.8423
25.2161
29.4873
5.28344
17.6807
13.3039
10.5541
25.8221
18.8401
16.2643
7.49137
5.75448
9.1554
13.9823
21.8893
18.0384
7.6474
24.1508
13.2323
16.983
12.878
27.5803
23.2621
9.62191
8.11839
28.0635
25.1114
24.2403
29.6275
19.2906
25.0753
10.5017
16.5393
22.7078
11.277
24.3289
11.1476
24.8349
25.5016
7.2727
15.594
9.3459
26.6975
5.55933
20.8449
5.22322
19.8352
27.855
24.162
27.2413
28.0077
26.4635
26.8055
18.1688
21.2074
6.12099
7.57348
18.9053
28.4953
30.0309
25.7854
5.40678
28.5995
7.61432
14.3644
13.5461
10.2663
17.9916
29.0902
25.8802
24.8913
29.2467
21.5679
26.1225
11.9129
17.7414
20.9143
11.0989
29.354
6.282
11.6268
20.1237
19.9819
16.3098
22.4024
22.9382
20.5734
23.282
6.95105
27.3514
15.5795
17.7882
6.43571
15.2994
18.4553
6.66933
7.35478
5.90261
23.5092
28.5156
14.702
10.1629
14.6469
8.343
26.0257
27.3117
20.7073
13.9993
19.6041
21.8417
6.37971
25.5968
13.3634
16.8166
22.1777
7.62945
12.1414
8.67017
24.596
25.4056
17.5652
16.8979
16.4245
28.8373
8.57821
25.6003
9.02887
18.2104
25.1924
7.99188
25.1522
10.2454
6.17554
6.82073
11.872
9.46826
18.9544
14.1181
15.3152
14.4211
11.4736
7.8271
25.1607
14.5823
19.3102
25.5366
26.377
12.1149
10.6539
8.13894
19.3798
21.669
27.0245
21.3068
21.0038
7.65547
29.265
11.1857
13.5739
21.7096
17.6227
21.8799
21.8422
22.7868
10.0568
27.3469
13.6887
12.3826
14.7485
8.4543
21.9841
18.4906
18.3893
18.6241
24.1442
24.5247
14.7258
8.70736
26.0121
13.1684
12.6717
16.96
17.732
28.4663
23.3433
19.4809
24.086
8.88594
25.6961
17.6556
7.93021
22.2143
8.657
26.8038
5.13685
23.2618
21.2211
29.9992
8.58625
10.769
14.4054
7.71567
11.3868
21.8063
16.6815
29.3388
22.4645
26.6374
28.3498
13.6911
23.903
12.6197
13.315
17.6343
29.2223
11.5262
8.62219
22.5508
19.3145
6.58986
12.6187
26.4536
16.5471
21.1845
24.5034
7.2813
7.89067
17.702
18.8964
7.2827
26.4522
9.21499
5.80612
8.58292
25.5623
13.9288
8.81074
14.751
19.8796
27.1626
6.13971
5.95198
17.7424
17.0564
29.5564
28.5256
11.2697
7.90319
29.5241
13.0047
12.3622
8.227
16.2838
12.5545
5.76621
26.4202
19.7481
21.7147
15.6048
18.3284
21.8899
24.5771
13.7021
28.0787
29.9601
20.7946
25.0925
9.40903
22.0031
14.9815
10.7817
6.04577
20.5624
27.4302
17.1905
17.6144
19.287
25.4019
27.116
19.5892
25.6299
20.5952
21.9041
22.2623
26.8383
20.2724
18.6328
17.9863
10.0102
24.579
7.21388
26.8245
24.9498
15.7947
17.3925
16.9347
18.2373
7.83141
21.7064
12.2645
7.85004
23.3766
8.78481
12.4189
14.5819
28.9985
14.0044
26.7066
24.4063
8.92211
23.3875
28.5143
23.6013
15.6185
13.3248
28.5925
12.891
12.0328
18.1276
24.7239
30.0304
29.7637
13.1783
7.28662
7.01084
9.37076
18.9092
6.3836
6.96734
21.1166
5.57155
20.987
10.7896
27.4625
17.1473
12.8053
13.8144
17.6742
14.9568
29.1338
29.4973
10.0386
19.243
13.3224
