Cppf_phi1,Cppf_phi2,Cppf_phi3,Cppf_phi4,Cppf_theta1,Cppf_theta2,Cppf_theta3,Cppf_theta4,cluster_size1,cluster_size2,cluster_size3,cluster_size4,Deltaphi12,Deltaphi23,Deltaphi34,Deltatheta12,Deltatheta23,Deltatheta34
1017,1012,1007,1007,13,14,15,13,2,3,2,2,5,5,0,-1,-1,2
276,267,267,262,18,19,18,18,1,2,2,1,9,0,5,-1,1,0
1064,614,1045,1045,17,14,15,16,3,1,1,2,450,-431,0,3,-1,-1
450,440,436,440,13,14,12,13,3,3,1,3,10,4,-4,-1,2,-1
295,295,295,295,18,19,18,19,1,2,1,2,0,0,0,-1,1,-1
900,895,900,895,14,17,15,16,2,3,2,1,5,-5,5,-3,2,-1
754,754,754,750,17,16,18,18,3,3,2,1,0,0,4,1,-2,0
600,604,609,604,14,17,15,16,2,2,2,2,-4,-5,5,-3,2,-1
431,426,431,426,17,16,18,16,2,2,1,2,5,-5,5,1,-2,2
595,595,595,595,18,19,18,19,3,1,2,3,0,0,0,-1,1,-1
300,300,295,295,18,17,18,16,2,3,3,1,0,5,0,1,-1,2
698,693,693,684,20,19,18,18,3,1,2,2,5,0,9,1,1,0
332,323,318,314,20,19,21,19,1,2,2,1,9,5,4,1,-2,2
810,796,792,787,14,14,15,13,1,3,1,2,14,4,5,0,-1,2
1064,1054,1054,1054,17,16,15,16,2,2,1,2,10,0,0,1,1,-1
1064,1059,1059,1059,17,19,18,18,1,2,3,1,5,0,0,-2,1,0
529,524,524,520,21,19,20,19,1,1,1,2,5,0,4,2,-1,1
895,890,886,886,18,19,18,19,1,2,1,1,5,4,0,-1,1,-1
520,515,510,510,14,17,15,16,3,1,1,1,5,5,0,-3,2,-1
436,431,431,431,20,19,20,18,2,2,1,2,5,0,0,1,-1,2
276,267,267,267,18,17,18,18,1,2,3,1,9,0,0,1,-1,0
1012,1003,1003,998,17,16,15,16,2,3,1,1,9,0,5,1,1,-1
224,224,220,215,14,14,13,13,3,3,1,2,0,4,5,0,1,0
651,642,642,642,20,19,20,21,2,3,1,2,9,0,0,1,-1,-1
956,951,946,946,13,14,12,13,1,3,2,1,5,5,0,-1,2,-1
806,796,801,792,18,19,18,19,1,2,2,2,10,-5,9,-1,1,-1
318,314,304,304,14,17,15,16,2,3,1,1,4,10,0,-3,2,-1
337,332,328,328,17,19,18,19,2,1,1,1,5,4,0,-2,1,-1
1045,1045,1040,1036,20,19,20,21,2,3,1,2,0,5,4,1,-1,-1
496,496,496,492,14,14,15,13,2,1,1,2,0,0,4,0,-1,2
1050,1040,1040,1040,17,16,18,18,3,2,1,1,10,0,0,1,-2,0
604,600,600,815,21,19,20,21,2,1,1,1,4,0,-215,2,-1,-1
576,576,581,576,21,19,20,21,3,2,1,2,0,-5,5,2,-1,-1
304,300,300,300,21,19,20,19,1,1,2,2,4,0,0,2,-1,1
928,923,923,914,14,14,13,13,1,2,2,2,5,0,9,0,1,0
974,970,970,970,13,16,15,16,3,2,3,1,4,0,0,-3,1,-1
871,876,876,871,21,19,20,18,4,2,1,1,-5,0,5,2,-1,2
318,318,318,318,14,14,15,13,3,2,1,2,0,0,0,0,-1,2
510,501,501,501,18,19,18,19,1,1,1,1,9,0,0,-1,1,-1
1012,1003,1007,1003,20,19,20,18,1,3,1,2,9,-4,4,1,-1,2
187,182,1073,1073,18,17,18,18,1,2,1,1,5,-891,0,1,-1,0
337,342,337,328,17,16,18,19,2,2,2,1,-5,5,9,1,-2,-1
914,909,909,909,14,14,15,13,3,2,1,2,5,0,0,0,-1,2
1040,1026,1012,998,13,14,15,13,1,1,6,2,14,14,14,-1,-1,2
740,750,736,731,17,16,18,18,3,1,1,2,-10,14,5,1,-2,0
309,300,300,300,21,19,20,19,1,3,1,1,9,0,0,2,-1,1
398,393,398,398,20,19,20,21,1,2,2,2,5,-5,0,1,-1,-1
220,215,215,215,14,17,15,16,2,3,3,1,5,0,0,-3,2,-1
1036,1031,1026,1026,13,14,12,13,1,3,1,1,5,5,0,-1,2,-1
900,895,895,895,18,17,18,16,1,1,2,1,5,0,0,1,-1,2
689,674,674,674,20,19,20,18,2,2,2,1,15,0,0,1,-1,2
576,576,571,567,21,19,20,21,1,2,1,2,0,5,4,2,-1,-1
604,604,604,604,14,14,15,16,2,2,2,2,0,0,0,0,-1,-1
778,773,778,773,17,16,15,16,1,2,2,2,5,-5,5,1,1,-1
843,829,829,824,14,14,13,13,3,2,2,2,14,0,5,0,1,0
614,609,614,614,21,19,21,19,3,3,2,1,5,-5,0,2,-2,2
1017,1012,1012,1012,20,19,20,21,3,1,1,1,5,0,0,1,-1,-1
187,1073,1068,1064,18,16,18,18,1,2,1,2,-886,5,4,2,-2,0
262,262,262,257,18,17,18,18,2,1,2,1,0,0,5,1,-1,0
595,600,595,595,18,19,18,19,4,3,3,1,-5,5,0,-1,1,-1
750,745,740,736,13,14,15,13,2,2,1,1,5,5,4,-1,-1,2
407,407,407,407,13,14,12,13,2,3,3,1,0,0,0,-1,2,-1
900,895,895,895,18,17,18,19,2,3,2,1,5,0,0,1,-1,-1
918,914,918,914,21,19,21,21,2,2,2,3,4,-4,4,2,-2,0
436,431,431,431,13,14,15,13,1,1,1,1,5,0,0,-1,-1,2
679,674,674,674,20,19,20,21,3,5,1,1,5,0,0,1,-1,-1
754,754,754,750,20,19,20,21,3,3,2,1,0,0,4,1,-1,-1
824,820,815,815,18,17,18,19,2,1,1,2,4,5,0,1,-1,-1
473,468,464,464,13,14,15,13,1,2,2,2,5,4,0,-1,-1,2
656,651,656,656,13,14,12,13,2,1,2,2,5,-5,0,-1,2,-1
271,271,271,267,14,14,15,13,1,3,2,3,0,0,4,0,-1,2
557,543,543,543,14,14,13,13,6,2,1,1,14,0,0,0,1,0
224,224,224,220,21,19,20,19,1,2,3,2,0,0,4,2,-1,1
192,182,187,187,18,17,18,16,3,1,2,1,10,-5,0,1,-1,2
201,196,196,196,14,17,15,16,1,2,1,1,5,0,0,-3,2,-1
773,768,764,764,13,14,15,16,3,3,1,1,5,4,0,-1,-1,-1
192,187,192,192,18,17,18,19,2,2,3,1,5,-5,0,1,-1,-1
220,215,210,210,14,14,13,13,2,1,1,1,5,5,0,0,1,0
862,862,862,862,14,17,15,16,2,2,2,2,0,0,0,-3,2,-1
478,478,473,478,17,16,15,16,2,1,1,1,0,5,-5,1,1,-1
1021,286,1017,1017,20,14,20,21,1,1,2,1,735,-731,0,6,-6,-1
534,524,529,529,14,14,15,16,2,1,1,3,10,-5,0,0,-1,-1
726,721,721,721,17,16,18,18,1,1,4,1,5,0,0,1,-2,0
956,942,937,942,13,14,12,13,1,2,2,1,14,5,-5,-1,2,-1
674,674,674,670,20,19,20,21,3,3,1,2,0,0,4,1,-1,-1
290,286,286,286,14,14,15,13,1,3,1,2,4,0,0,0,-1,2
1017,1012,1017,1012,17,16,15,16,1,3,2,1,5,-5,5,1,1,-1
951,942,937,932,13,14,12,13,1,3,2,2,9,5,5,-1,2,-1
904,904,900,895,14,17,15,16,2,2,3,3,0,4,5,-3,2,-1
576,571,571,576,14,14,15,13,1,2,1,1,5,0,-5,0,-1,2
815,810,810,810,21,19,20,21,3,1,1,2,5,0,0,2,-1,-1
300,290,286,281,14,17,15,16,1,3,1,2,10,4,5,-3,2,-1
215,206,196,196,18,17,18,19,3,1,3,1,9,10,0,1,-1,-1
674,660,660,660,17,19,18,18,3,1,3,2,14,0,0,-2,1,0
618,614,609,609,14,14,15,13,1,3,1,2,4,5,0,0,-1,2
759,750,754,745,20,19,20,21,3,1,3,2,9,-4,9,1,-1,-1
642,642,642,632,20,19,20,18,1,1,1,2,0,0,10,1,-1,2
590,581,581,581,14,14,13,13,1,2,2,2,9,0,0,0,1,0
923,923,918,923,14,14,13,13,2,1,1,1,0,5,-5,0,1,0
417,412,712,412,13,14,10,13,1,3,1,2,5,-300,300,-1,4,-3
215,210,210,553,14,14,15,18,1,1,2,1,5,0,-343,0,-1,-3
595,586,586,586,18,19,18,19,1,1,2,1,9,0,0,-1,1,-1
492,492,487,487,18,19,18,19,2,3,1,1,0,5,0,-1,1,-1
960,951,946,946,20,19,20,18,2,2,1,1,9,5,0,1,-1,2
867,857,853,857,14,14,13,13,3,3,2,1,10,4,-4,0,1,0
539,524,524,520,14,14,13,13,1,2,4,2,15,0,4,0,1,0
979,970,974,970,13,14,15,13,1,3,2,2,9,-4,4,-1,-1,2
707,703,698,703,20,19,20,21,2,2,1,1,4,5,-5,1,-1,-1
857,857,857,848,21,19,20,21,3,1,2,2,0,0,9,2,-1,-1
609,604,609,604,21,19,21,19,1,1,1,1,5,-5,5,2,-2,2
754,750,750,750,20,19,20,18,1,3,1,3,4,0,0,1,-1,2
215,220,215,210,14,14,13,13,3,3,1,2,-5,5,5,0,1,0
553,553,548,656,14,17,15,13,2,1,2,1,0,5,-108,-3,2,2
421,417,417,417,20,19,20,18,2,2,1,1,4,0,0,1,-1,2
956,956,956,956,20,19,20,18,1,1,1,1,0,0,0,1,-1,2
290,290,295,286,21,19,20,19,3,3,1,3,0,-5,9,2,-1,1
309,300,300,300,14,14,13,13,1,3,2,1,9,0,0,0,1,0
286,281,276,276,21,19,20,21,1,3,1,1,5,5,0,2,-1,-1
618,609,604,609,14,14,15,13,1,2,3,2,9,5,-5,0,-1,2
956,951,951,946,17,19,18,18,3,3,1,2,5,0,5,-2,1,0
881,857,867,871,14,14,15,13,1,4,4,2,24,-10,-4,0,-1,2
239,234,234,234,18,17,18,18,2,2,1,1,5,0,0,1,-1,0
1059,1054,1054,1050,13,14,12,13,2,2,1,2,5,0,4,-1,2,-1
234,234,548,224,14,14,10,13,4,1,1,2,0,-314,324,0,4,-3
1031,1026,1026,1021,17,16,18,18,1,1,1,1,5,0,5,1,-2,0
637,595,609,614,17,17,18,16,2,1,1,3,42,-14,-5,0,-1,2
271,262,262,262,14,14,13,13,1,2,1,1,9,0,0,0,1,0
379,365,374,370,17,16,15,16,2,2,1,3,14,-9,4,1,1,-1
445,436,440,436,20,19,18,18,2,2,2,1,9,-4,4,1,1,0
946,942,942,937,20,19,18,18,5,3,2,1,4,0,5,1,1,0
239,239,229,229,18,19,18,19,1,1,3,1,0,10,0,-1,1,-1
539,539,539,543,18,17,18,18,4,2,1,1,0,0,-4,1,-1,0
314,314,304,309,18,17,18,19,1,1,3,1,0,10,-5,1,-1,-1
304,304,304,300,18,19,18,19,1,1,2,2,0,0,4,-1,1,-1
731,721,721,717,17,19,18,18,3,2,1,2,10,0,4,-2,1,0
210,206,210,210,18,17,18,19,2,4,1,1,4,-4,0,1,-1,-1
248,234,229,229,14,14,13,13,3,2,1,1,14,5,0,0,1,0
740,736,736,731,13,14,12,13,1,1,4,2,4,0,5,-1,2,-1
1026,1017,1017,1021,17,16,15,16,2,1,3,1,9,0,-4,1,1,-1
468,459,454,459,13,14,15,16,2,2,2,1,9,5,-5,-1,-1,-1
482,464,454,454,14,14,12,13,1,1,1,3,18,10,0,0,2,-1
848,848,848,843,21,19,20,21,1,1,1,1,0,0,5,2,-1,-1
403,393,389,393,13,14,15,13,2,2,1,3,10,4,-4,-1,-1,2
810,815,806,810,14,17,15,16,2,1,1,1,-5,9,-4,-3,2,-1
440,440,436,436,20,19,20,21,1,1,1,1,0,4,0,1,-1,-1
501,501,496,492,18,19,18,19,2,1,3,1,0,5,4,-1,1,-1
182,1078,1078,1078,14,14,13,13,1,1,1,1,-896,0,0,0,1,0
820,815,810,815,18,17,18,16,1,3,1,3,5,5,-5,1,-1,2
707,703,703,698,13,14,12,13,2,2,2,2,4,0,5,-1,2,-1
571,571,576,576,21,19,20,21,2,1,1,1,0,-5,0,2,-1,-1
351,346,346,346,13,14,12,13,2,1,1,1,5,0,0,-1,2,-1
824,820,815,815,18,17,18,19,3,3,1,2,4,5,0,1,-1,-1
923,918,923,918,14,17,15,16,2,2,2,2,5,-5,5,-3,2,-1
951,937,928,928,13,14,15,13,4,3,2,1,14,9,0,-1,-1,2
257,257,257,257,21,19,20,18,3,1,1,1,0,0,0,2,-1,2
829,824,824,820,18,17,18,16,4,2,1,4,5,0,4,1,-1,2
576,567,562,562,14,17,15,16,1,1,2,1,9,5,0,-3,2,-1
600,590,595,590,14,14,13,13,1,3,2,3,10,-5,5,0,1,0
979,970,965,965,20,19,18,18,3,3,1,1,9,5,0,1,1,0
989,984,984,984,13,16,15,16,2,1,1,1,5,0,0,-3,1,-1
965,956,951,942,17,16,15,16,2,2,2,2,9,5,9,1,1,-1
206,206,201,201,18,19,18,19,2,1,1,1,0,5,0,-1,1,-1
239,234,234,234,14,14,13,13,3,2,1,1,5,0,0,0,1,0
881,876,876,871,14,14,13,13,2,3,3,1,5,0,5,0,1,0
379,374,379,379,13,16,15,16,1,2,2,3,5,-5,0,-3,1,-1
670,670,665,665,13,16,15,16,3,3,1,1,0,5,0,-3,1,-1
759,754,750,750,13,14,15,16,2,1,1,3,5,4,0,-1,-1,-1
1054,1050,1045,1045,17,16,18,18,3,1,1,1,4,5,0,1,-2,0
984,979,984,979,17,16,18,16,2,1,1,2,5,-5,5,1,-2,2
782,782,778,262,14,14,15,11,2,2,1,1,0,4,516,0,-1,4
829,829,824,824,18,17,18,19,3,3,1,2,0,5,0,1,-1,-1
923,918,918,914,14,17,15,16,2,2,1,3,5,0,4,-3,2,-1
389,389,379,384,17,19,18,18,1,1,1,1,0,10,-5,-2,1,0
276,271,257,253,14,14,13,13,2,3,1,4,5,14,4,0,1,0
595,576,571,581,14,14,13,13,1,2,4,3,19,5,-10,0,1,0
440,431,431,426,17,16,15,16,3,2,3,3,9,0,5,1,1,-1
201,220,201,201,14,14,15,13,1,1,1,1,-19,19,0,0,-1,2
787,782,778,773,14,17,15,16,1,1,1,3,5,4,5,-3,2,-1
248,243,253,257,18,17,18,18,2,1,6,1,5,-10,-4,1,-1,0
815,815,810,810,18,19,18,19,1,1,1,1,0,5,0,-1,1,-1
248,248,243,248,14,14,15,16,2,3,1,1,0,5,-5,0,-1,-1
431,426,421,421,13,14,12,13,2,1,3,2,5,5,0,-1,2,-1
1078,1068,1064,1064,17,16,18,18,2,1,2,2,10,4,0,1,-2,0
1031,1031,1026,1031,20,19,20,18,3,1,1,1,0,5,-5,1,-1,2
660,656,656,651,20,19,18,18,1,3,2,1,4,0,5,1,1,0
478,464,464,473,13,14,12,13,2,1,1,1,14,0,-9,-1,2,-1
520,520,515,515,18,19,18,19,1,2,1,1,0,5,0,-1,1,-1
989,989,984,984,17,16,15,16,1,1,1,2,0,5,0,1,1,-1
1064,1064,1068,1059,13,14,15,13,2,3,2,2,0,-4,9,-1,-1,2
548,543,543,539,14,14,15,13,2,4,3,2,5,0,4,0,-1,2
698,689,684,684,17,16,18,16,2,1,1,1,9,5,0,1,-2,2
239,229,229,229,14,14,13,13,3,4,1,1,10,0,0,0,1,0
951,951,951,951,20,19,18,18,1,5,2,2,0,0,0,1,1,0
642,637,632,632,20,19,20,18,3,2,1,1,5,5,0,1,-1,2
782,773,778,773,21,19,20,21,2,2,1,2,9,-5,5,2,-1,-1
309,304,300,304,14,14,13,13,1,3,3,4,5,4,-4,0,1,0
182,182,928,1078,14,17,15,16,1,1,1,1,0,-746,-150,-3,2,-1
309,300,300,300,14,17,15,16,1,2,1,2,9,0,0,-3,2,-1
257,229,229,224,14,14,13,13,3,2,2,4,28,0,5,0,1,0
843,843,843,839,18,19,18,18,2,2,3,2,0,0,4,-1,1,0
904,900,900,900,14,14,15,13,1,2,2,2,4,0,0,0,-1,2
707,698,703,689,20,19,18,18,3,3,1,2,9,-5,14,1,1,0
309,304,304,295,14,14,13,13,2,3,2,2,5,0,9,0,1,0
909,909,909,909,21,19,21,21,2,1,1,2,0,0,0,2,-2,0
614,604,614,609,14,17,15,16,1,2,2,3,10,-10,5,-3,2,-1
890,886,890,886,18,17,18,16,1,1,2,2,4,-4,4,1,-1,2
979,979,984,974,13,14,15,13,3,3,2,1,0,-5,10,-1,-1,2
426,421,421,417,17,16,18,18,3,4,3,2,5,0,4,1,-2,0
693,693,698,703,20,19,20,18,3,3,2,1,0,-5,-5,1,-1,2
810,806,801,801,14,14,15,13,3,1,1,1,4,5,0,0,-1,2
1021,1017,1017,1017,17,16,18,16,1,1,1,1,4,0,0,1,-2,2
187,182,182,182,14,17,15,16,3,2,1,1,5,0,0,-3,2,-1
731,726,726,726,13,14,12,13,1,2,2,1,5,0,0,-1,2,-1
848,848,843,843,14,17,15,16,1,3,1,1,0,5,0,-3,2,-1
182,1078,1078,1073,18,19,18,18,2,1,1,2,-896,0,5,-1,1,0
543,534,539,534,14,14,13,13,2,2,2,1,9,-5,5,0,1,0
684,674,684,684,17,16,15,16,2,2,2,1,10,-10,0,1,1,-1
1036,1026,1026,1026,20,19,18,18,2,1,1,2,10,0,0,1,1,0
801,787,792,792,21,19,21,19,1,2,3,1,14,-5,0,2,-2,2
609,609,609,600,14,14,13,13,1,3,4,5,0,0,9,0,1,0
618,614,614,614,21,19,21,21,4,2,1,1,4,0,0,2,-2,0
529,520,515,510,14,17,15,16,1,1,2,1,9,5,5,-3,2,-1
895,881,876,881,18,17,18,16,2,1,1,1,14,5,-5,1,-1,2
881,871,876,876,14,14,15,16,1,4,2,1,10,-5,0,0,-1,-1
651,646,637,623,13,14,12,13,1,3,2,2,5,9,14,-1,2,-1
468,459,543,464,13,14,15,13,1,2,2,1,9,-84,79,-1,-1,2
473,464,459,459,17,16,15,16,2,5,1,3,9,5,0,1,1,-1
998,993,993,993,13,14,15,13,2,1,3,2,5,0,0,-1,-1,2
773,768,618,768,17,16,15,18,2,2,1,1,5,150,-150,1,1,-3
567,567,562,557,14,14,13,13,2,3,2,3,0,5,5,0,1,0
220,220,215,210,14,14,13,13,2,5,2,2,0,5,5,0,1,0
843,839,843,843,21,19,20,18,3,4,3,1,4,-4,0,2,-1,2
464,464,468,459,13,14,15,13,3,3,2,1,0,-4,9,-1,-1,2
398,389,393,398,17,16,18,16,2,2,1,2,9,-4,-5,1,-2,2
848,834,928,820,18,17,23,16,1,4,1,1,14,-94,108,1,-6,7
271,271,271,271,14,17,15,16,1,2,2,1,0,0,0,-3,2,-1
993,984,989,984,17,16,15,16,2,2,2,3,9,-5,5,1,1,-1
482,473,468,468,21,19,20,18,1,2,1,1,9,5,0,2,-1,2
1059,1054,1059,1054,20,19,18,18,1,1,2,1,5,-5,5,1,1,0
524,510,815,510,14,17,15,16,3,3,1,1,14,-305,305,-3,2,-1
1036,1021,1026,1021,20,19,20,21,2,3,1,2,15,-5,5,1,-1,-1
857,853,853,853,18,19,18,18,1,2,1,1,4,0,0,-1,1,0
379,374,370,374,20,19,18,18,2,1,1,1,5,4,-4,1,1,0
374,365,365,365,17,16,18,18,2,1,1,1,9,0,0,1,-2,0
829,824,824,824,21,19,20,21,3,2,2,1,5,0,0,2,-1,-1
590,576,571,576,18,19,18,18,1,3,1,1,14,5,-5,-1,1,0
824,824,820,820,14,14,13,13,3,3,1,1,0,4,0,0,1,0
426,421,426,426,13,14,12,13,2,2,2,2,5,-5,0,-1,2,-1
942,932,928,928,13,14,15,16,2,1,1,1,10,4,0,-1,-1,-1
417,412,412,412,17,16,15,16,2,2,1,1,5,0,0,1,1,-1
918,909,909,909,14,14,15,13,3,2,3,2,9,0,0,0,-1,2
459,454,450,450,20,19,18,18,1,2,1,1,5,4,0,1,1,0
295,295,304,290,18,19,18,19,2,2,6,3,0,-9,14,-1,1,-1
379,374,370,365,20,19,20,21,3,3,1,2,5,4,5,1,-1,-1
370,360,351,351,13,14,12,13,2,3,3,1,10,9,0,-1,2,-1
487,478,478,473,18,19,18,18,3,1,1,2,9,0,5,-1,1,0
496,492,492,492,14,17,15,16,2,1,1,1,4,0,0,-3,2,-1
1031,1017,1021,1021,17,16,15,16,1,1,3,2,14,-4,0,1,1,-1
267,262,262,267,18,19,18,18,2,2,3,1,5,0,-5,-1,1,0
651,646,646,646,17,16,18,18,1,2,1,2,5,0,0,1,-2,0
810,796,801,801,18,19,18,19,2,2,2,1,14,-5,0,-1,1,-1
670,660,665,665,13,14,12,13,1,3,1,1,10,-5,0,-1,2,-1
309,309,304,304,18,17,18,19,2,2,1,2,0,5,0,1,-1,-1
965,960,960,960,13,14,12,13,1,3,2,1,5,0,0,-1,2,-1
656,642,646,646,20,19,20,18,2,2,1,1,14,-4,0,1,-1,2
759,754,759,754,17,19,18,18,1,1,2,2,5,-5,5,-2,1,0
881,876,876,876,21,19,20,18,2,1,1,1,5,0,0,2,-1,2
548,539,539,539,14,14,13,13,2,2,2,1,9,0,0,0,1,0
1068,1068,1068,1068,20,19,20,18,1,1,1,1,0,0,0,1,-1,2
571,567,562,567,18,17,18,18,2,2,2,3,4,5,-5,1,-1,0
731,726,721,721,17,19,18,18,1,2,1,1,5,5,0,-2,1,0
464,454,464,468,17,16,18,18,1,7,5,1,10,-10,-4,1,-2,0
318,314,314,314,21,19,21,21,1,2,1,1,4,0,0,2,-2,0
196,192,192,192,14,17,15,16,1,2,2,1,4,0,0,-3,2,-1
993,989,984,979,20,19,20,21,3,1,1,1,4,5,5,1,-1,-1
403,393,398,403,17,16,18,18,1,2,2,1,10,-5,-5,1,-2,0
656,656,651,651,17,16,18,18,1,1,1,1,0,5,0,1,-2,0
478,468,473,473,17,16,18,16,2,2,1,1,10,-5,0,1,-2,2
295,365,295,290,14,14,15,13,2,3,1,1,-70,70,5,0,-1,2
281,281,276,276,21,19,20,21,1,1,3,1,0,5,0,2,-1,-1
956,946,946,951,13,14,12,13,2,2,1,1,10,0,-5,-1,2,-1
1007,1003,1003,998,17,19,18,18,1,1,2,2,4,0,5,-2,1,0
773,773,773,773,17,16,18,16,1,1,1,3,0,0,0,1,-2,2
468,468,459,857,17,16,18,13,3,3,3,1,0,9,-398,1,-2,5
974,956,960,970,13,14,12,13,1,2,2,2,18,-4,-10,-1,2,-1
810,801,796,796,18,17,18,19,3,1,1,2,9,5,0,1,-1,-1
323,323,328,323,14,14,13,13,2,2,2,2,0,-5,5,0,1,0
731,731,731,721,13,16,15,16,1,2,2,1,0,0,10,-3,1,-1
984,974,979,984,13,14,12,13,2,1,2,1,10,-5,-5,-1,2,-1
759,750,740,736,13,14,12,13,2,1,4,3,9,10,4,-1,2,-1
567,562,562,557,18,17,18,16,3,4,2,2,5,0,5,1,-1,2
281,281,281,300,14,14,15,13,2,3,2,1,0,0,-19,0,-1,2
304,309,309,300,14,14,15,13,2,3,2,2,-5,0,9,0,-1,2
1012,1007,1007,1003,20,19,18,18,2,3,1,1,5,0,4,1,1,0
989,984,989,998,20,19,18,18,2,3,1,1,5,-5,-9,1,1,0
656,646,646,646,13,14,15,13,2,2,3,2,10,0,0,-1,-1,2
970,974,965,965,17,16,18,18,1,4,1,1,-4,9,0,1,-2,0
576,571,571,567,18,19,18,18,1,2,3,2,5,0,4,-1,1,0
951,946,956,960,20,19,20,21,1,2,1,1,5,-10,-4,1,-1,-1
215,201,201,201,18,19,18,19,1,4,3,1,14,0,0,-1,1,-1
215,215,215,215,21,19,20,21,1,1,1,1,0,0,0,2,-1,-1
187,1073,1073,1073,14,14,12,13,1,3,3,1,-886,0,0,0,2,-1
548,543,543,543,14,14,13,13,1,3,3,1,5,0,0,0,1,0
468,464,464,459,17,16,18,18,2,1,2,2,4,0,5,1,-2,0
881,876,881,881,21,19,20,21,2,2,1,1,5,-5,0,2,-1,-1
609,604,609,604,14,14,13,13,2,2,2,1,5,-5,5,0,1,0
529,520,515,510,18,17,18,19,3,2,1,3,9,5,5,1,-1,-1
1031,1021,1026,1031,17,19,18,18,1,1,1,1,10,-5,-5,-2,1,0
1059,1050,1050,1054,20,19,20,21,2,2,3,1,9,0,-4,1,-1,-1
937,932,928,923,13,14,15,13,2,1,1,2,5,4,5,-1,-1,2
295,281,281,281,14,14,13,13,1,2,1,4,14,0,0,0,1,0
960,951,951,946,17,16,18,18,2,1,1,2,9,0,5,1,-2,0
473,459,459,454,20,19,18,18,4,2,2,2,14,0,5,1,1,0
421,407,407,412,13,16,15,16,2,1,1,1,14,0,-5,-3,1,-1
1012,1007,1007,1007,13,14,12,13,2,3,4,1,5,0,0,-1,2,-1
1036,1031,1026,1021,20,19,20,21,1,1,3,1,5,5,5,1,-1,-1
224,220,281,215,14,14,13,13,2,3,1,1,4,-61,66,0,1,0
440,436,431,426,20,19,18,18,3,1,2,1,4,5,5,1,1,0
904,900,900,900,14,14,15,13,2,2,1,1,4,0,0,0,-1,2
914,914,914,909,18,19,18,19,2,2,2,1,0,0,5,-1,1,-1
646,637,632,632,13,14,15,13,1,2,1,2,9,5,0,-1,-1,2
436,426,421,426,20,19,18,18,2,1,1,3,10,5,-5,1,1,0
660,656,656,651,20,19,20,21,3,1,2,2,4,0,5,1,-1,-1
318,314,314,314,14,17,15,16,1,3,2,1,4,0,0,-3,2,-1
365,360,360,365,20,19,18,18,1,3,1,1,5,0,-5,1,1,0
196,196,206,196,18,17,18,19,3,1,1,1,0,-10,10,1,-1,-1
314,309,328,309,21,19,21,19,1,2,1,1,5,-19,19,2,-2,2
974,970,960,960,13,14,15,16,1,2,2,1,4,10,0,-1,-1,-1
192,182,1078,1073,14,14,13,13,1,2,1,2,10,-896,5,0,1,0
286,1021,1026,1026,14,14,15,13,1,2,1,1,-735,-5,0,0,-1,2
937,918,918,928,13,14,15,13,1,3,1,1,19,0,-10,-1,-1,2
220,210,210,206,14,14,15,13,3,2,1,1,10,0,4,0,-1,2
567,557,562,562,14,17,15,16,3,1,1,2,10,-5,0,-3,2,-1
764,768,759,759,17,16,15,16,2,1,1,1,-4,9,0,1,1,-1
764,754,750,745,13,14,15,13,1,2,2,2,10,4,5,-1,-1,2
909,909,909,914,14,17,15,16,2,2,1,3,0,0,-5,-3,2,-1
482,487,478,473,14,14,15,13,2,1,1,2,-5,9,5,0,-1,2
1036,1031,1026,1026,17,19,18,18,1,1,1,2,5,5,0,-2,1,0
318,309,309,304,14,17,15,16,2,2,1,2,9,0,5,-3,2,-1
468,464,454,445,17,16,15,16,2,3,1,2,4,10,9,1,1,-1
1021,1021,1021,1017,17,19,18,18,1,1,1,2,0,0,4,-2,1,0
698,693,693,689,20,19,20,18,3,2,2,1,5,0,4,1,-1,2
492,482,478,478,14,14,13,13,3,1,2,1,10,4,0,0,1,0
210,201,201,201,18,17,18,19,1,1,1,3,9,0,0,1,-1,-1
609,604,600,600,21,19,20,19,1,1,1,1,5,4,0,2,-1,1
628,623,618,618,14,14,13,13,1,3,3,2,5,5,0,0,1,0
890,886,886,886,18,19,20,19,3,3,1,1,4,0,0,-1,-1,1
679,674,679,674,13,16,15,16,1,1,2,1,5,-5,5,-3,1,-1
318,314,314,314,18,19,18,19,3,1,1,3,4,0,0,-1,1,-1
614,609,609,609,14,17,15,16,2,1,1,1,5,0,0,-3,2,-1
974,974,974,970,13,14,15,16,1,3,2,2,0,0,4,-1,-1,-1
295,300,295,295,21,19,20,19,1,3,1,3,-5,5,0,2,-1,1
215,215,215,215,14,14,13,13,2,2,2,1,0,0,0,0,1,0
271,267,267,267,14,14,15,16,3,3,1,1,4,0,0,0,-1,-1
951,942,946,946,20,19,20,21,1,1,1,1,9,-4,0,1,-1,-1
1007,1003,1007,1007,20,19,20,21,1,1,2,1,4,-4,0,1,-1,-1
304,295,295,290,14,14,13,13,2,3,4,1,9,0,5,0,1,0
520,510,506,506,14,17,15,16,1,1,2,2,10,4,0,-3,2,-1
243,239,239,239,18,17,18,18,1,1,1,1,4,0,0,1,-1,0
693,689,684,684,17,16,15,16,3,3,2,1,4,5,0,1,1,-1
946,942,937,937,20,19,20,18,2,1,1,1,4,5,0,1,-1,2
417,417,417,412,17,16,18,18,3,3,2,2,0,0,5,1,-2,0
403,398,393,393,20,19,20,21,2,2,3,1,5,5,0,1,-1,-1
