Cppf_phi1,Cppf_phi2,Cppf_phi3,Cppf_phi4,Cppf_theta1,Cppf_theta2,Cppf_theta3,Cppf_theta4,cluster_size1,cluster_size2,cluster_size3,cluster_size4,Deltaphi12,Deltaphi23,Deltaphi34,Deltatheta12,Deltatheta23,Deltatheta34
665,656,656,656,13,14,12,13,3,3,1,2,9,0,0,-1,2,-1
759,754,750,750,20,19,20,18,2,1,2,1,5,4,0,1,-1,2
764,764,768,764,20,19,20,21,3,1,1,1,0,-4,4,1,-1,-1
590,581,581,576,14,14,15,16,3,1,2,1,9,0,5,0,-1,-1
712,703,698,698,13,14,15,13,2,2,3,1,9,5,0,-1,-1,2
660,646,651,646,17,16,18,16,2,2,1,2,14,-5,5,1,-2,2
403,389,389,384,17,16,18,16,1,3,2,4,14,0,5,1,-2,2
543,539,534,539,14,14,13,13,1,3,1,3,4,5,-5,0,1,0
370,365,360,365,13,14,12,13,3,1,1,3,5,5,-5,-1,2,-1
965,956,960,956,17,16,18,16,1,4,1,2,9,-4,4,1,-2,2
187,1073,1078,1073,21,19,20,21,1,2,1,2,-886,-5,5,2,-1,-1
323,318,318,318,14,17,15,16,2,1,2,1,5,0,0,-3,2,-1
726,717,717,721,13,16,15,16,2,2,3,1,9,0,-4,-3,1,-1
960,956,951,956,13,14,15,16,2,2,3,1,4,5,-5,-1,-1,-1
510,506,510,506,18,17,18,19,2,1,3,2,4,-4,4,1,-1,-1
656,642,642,646,17,16,15,16,2,2,2,3,14,0,-4,1,1,-1
487,487,482,482,18,19,18,19,2,2,1,1,0,5,0,-1,1,-1
276,271,271,276,18,17,18,18,1,2,1,1,5,0,-5,1,-1,0
918,914,914,914,14,14,15,16,1,3,2,1,4,0,0,0,-1,-1
651,651,651,646,20,19,20,21,1,3,1,2,0,0,5,1,-1,-1
862,853,853,857,18,17,18,18,3,1,1,1,9,0,-4,1,-1,0
984,974,970,965,13,14,15,13,2,3,3,1,10,4,5,-1,-1,2
876,876,871,871,18,17,18,18,4,1,1,1,0,5,0,1,-1,0
820,820,815,810,14,14,15,13,1,3,1,2,0,5,5,0,-1,2
590,586,581,581,18,17,18,16,1,1,1,1,4,5,0,1,-1,2
1064,1064,1064,1068,20,19,18,18,1,2,1,2,0,0,-4,1,1,0
993,989,1003,998,13,14,12,13,1,2,2,3,4,-14,5,-1,2,-1
778,773,768,768,13,14,12,13,2,3,1,1,5,5,0,-1,2,-1
590,595,586,586,18,17,18,16,2,1,1,1,-5,9,0,1,-1,2
689,684,689,689,20,19,20,21,1,2,1,3,5,-5,0,1,-1,-1
215,206,210,210,18,19,18,19,1,2,1,1,9,-4,0,-1,1,-1
1045,1040,1040,1040,17,16,18,18,1,2,1,1,5,0,0,1,-2,0
768,759,759,759,13,14,15,16,3,3,2,1,9,0,0,-1,-1,-1
243,243,243,239,18,19,18,18,2,2,2,1,0,0,4,-1,1,0
192,187,182,1078,21,19,21,21,2,1,1,1,5,5,-896,2,-2,0
993,989,984,979,20,19,20,18,1,2,1,5,4,5,5,1,-1,2
806,801,796,787,14,14,15,16,1,3,2,4,5,5,9,0,-1,-1
637,623,623,623,13,14,13,13,1,2,2,2,14,0,0,-1,1,0
459,454,459,454,17,16,18,16,6,1,2,2,5,-5,5,1,-2,2
309,304,309,304,14,17,15,16,1,1,2,1,5,-5,5,-3,2,-1
923,918,918,918,18,19,18,19,1,1,2,1,5,0,0,-1,1,-1
970,970,965,960,17,16,18,18,2,3,2,2,0,5,5,1,-2,0
890,881,881,876,14,17,15,16,2,2,3,2,9,0,5,-3,2,-1
482,482,478,478,14,14,13,13,2,2,1,1,0,4,0,0,1,0
543,534,524,524,21,19,20,19,1,1,1,1,9,10,0,2,-1,1
539,534,534,534,21,19,20,21,1,2,2,3,5,0,0,2,-1,-1
689,679,679,674,13,14,15,13,2,1,3,2,10,0,5,-1,-1,2
276,267,271,271,14,17,15,16,1,2,2,1,9,-4,0,-3,2,-1
773,773,768,778,20,19,20,18,1,1,1,1,0,5,-10,1,-1,2
796,792,787,787,18,17,18,19,2,1,3,2,4,5,0,1,-1,-1
182,1078,1073,1073,14,14,12,13,1,1,1,1,-896,5,0,0,2,-1
487,473,482,482,14,14,13,13,1,2,1,1,14,-9,0,0,1,0
496,492,492,492,18,19,18,19,1,2,1,2,4,0,0,-1,1,-1
524,520,520,515,18,17,18,19,1,1,2,2,4,0,5,1,-1,-1
543,534,529,529,14,14,13,13,2,1,2,1,9,5,0,0,1,0
918,914,914,914,14,17,15,16,1,2,3,1,4,0,0,-3,2,-1
337,337,332,332,17,16,18,18,3,3,1,1,0,5,0,1,-2,0
1064,1059,1059,1059,17,16,18,18,2,2,3,1,5,0,0,1,-2,0
646,646,642,642,17,16,18,18,1,1,2,1,0,4,0,1,-2,0
539,520,520,524,14,14,15,13,3,2,1,2,19,0,-4,0,-1,2
1003,989,989,984,13,14,15,16,2,2,2,1,14,0,5,-1,-1,-1
271,271,271,271,14,14,15,13,2,1,2,1,0,0,0,0,-1,2
1040,1036,1036,1031,13,14,12,13,3,2,3,2,4,0,5,-1,2,-1
234,220,220,215,18,17,18,19,1,2,2,3,14,0,5,1,-1,-1
384,379,374,374,13,14,15,13,1,2,3,3,5,5,0,-1,-1,2
768,759,759,764,13,14,15,13,1,1,2,1,9,0,-5,-1,-1,2
234,224,215,210,14,14,13,13,3,1,1,4,10,9,5,0,1,0
454,464,454,459,20,19,20,18,1,3,1,1,-10,10,-5,1,-1,2
487,487,487,487,14,14,13,13,1,2,3,2,0,0,0,0,1,0
440,431,426,426,13,14,12,13,2,4,1,2,9,5,0,-1,2,-1
300,295,300,295,18,19,18,19,3,3,2,1,5,-5,5,-1,1,-1
853,843,839,843,14,14,13,13,3,2,3,3,10,4,-4,0,1,0
689,689,684,684,20,19,20,18,1,3,2,1,0,5,0,1,-1,2
253,234,239,239,14,14,13,13,3,2,1,1,19,-5,0,0,1,0
581,567,567,562,21,19,20,18,1,2,1,1,14,0,5,2,-1,2
1040,1040,1045,1040,20,19,20,18,2,1,1,3,0,-5,5,1,-1,2
192,182,196,182,14,17,15,16,1,2,1,1,10,-14,14,-3,2,-1
520,571,571,571,14,14,13,13,1,2,3,4,-51,0,0,0,1,0
454,450,450,450,20,19,20,21,1,2,1,1,4,0,0,1,-1,-1
454,445,450,450,13,14,15,16,1,2,1,1,9,-5,0,-1,-1,-1
946,951,951,946,13,14,12,13,3,1,1,1,-5,0,5,-1,2,-1
290,290,286,300,14,14,13,13,2,3,1,1,0,4,-14,0,1,0
890,886,886,886,18,19,18,19,1,1,2,1,4,0,0,-1,1,-1
253,248,239,239,14,17,15,16,3,3,3,1,5,9,0,-3,2,-1
904,895,890,886,14,14,13,13,1,3,1,3,9,5,4,0,1,0
609,609,712,604,21,19,12,21,1,1,1,1,0,-103,108,2,7,-9
224,220,215,215,21,19,20,21,3,1,1,1,4,5,0,2,-1,-1
993,984,965,965,13,14,15,13,3,5,1,2,9,19,0,-1,-1,2
703,693,693,693,13,14,15,13,3,3,1,1,10,0,0,-1,-1,2
839,834,839,834,14,14,15,13,3,3,1,1,5,-5,5,0,-1,2
810,801,806,801,14,14,15,16,3,4,2,2,9,-5,5,0,-1,-1
740,731,717,712,13,14,15,13,2,1,1,2,9,14,5,-1,-1,2
993,993,993,993,17,19,18,18,2,1,2,1,0,0,0,-2,1,0
267,257,257,253,18,17,18,18,1,3,2,1,10,0,4,1,-1,0
510,510,506,506,14,14,13,13,2,3,3,1,0,4,0,0,1,0
496,487,482,482,18,17,18,19,2,3,1,1,9,5,0,1,-1,-1
604,595,595,586,14,14,13,13,3,4,1,2,9,0,9,0,1,0
398,393,393,389,20,19,20,21,2,1,3,2,5,0,4,1,-1,-1
1040,1036,1040,1031,13,14,12,13,3,2,2,2,4,-4,9,-1,2,-1
286,281,281,276,18,19,18,18,1,2,2,1,5,0,5,-1,1,0
253,253,248,248,14,17,15,16,1,1,2,1,0,5,0,-3,2,-1
529,524,529,529,14,17,15,16,2,2,2,1,5,-5,0,-3,2,-1
904,895,900,895,18,19,18,19,1,2,2,1,9,-5,5,-1,1,-1
965,956,951,951,17,16,18,18,2,3,1,2,9,5,0,1,-2,0
506,506,506,510,18,17,18,19,1,1,3,1,0,0,-4,1,-1,-1
646,642,637,637,17,16,15,16,2,1,1,2,4,5,0,1,1,-1
332,323,323,323,13,14,15,13,1,2,1,1,9,0,0,-1,-1,2
712,712,707,707,20,19,20,21,1,1,1,1,0,5,0,1,-1,-1
440,436,431,431,13,14,12,13,3,2,1,2,4,5,0,-1,2,-1
1026,1026,1021,1021,17,16,18,18,1,1,1,1,0,5,0,1,-2,0
660,660,665,670,17,16,18,18,1,1,1,1,0,-5,-5,1,-2,0
862,857,853,853,21,19,20,18,1,1,1,2,5,4,0,2,-1,2
304,300,300,295,18,17,18,16,3,2,2,1,4,0,5,1,-1,2
407,407,403,407,20,19,18,18,1,1,3,1,0,4,-4,1,1,0
853,843,848,848,18,17,18,18,1,2,2,1,10,-5,0,1,-1,0
473,464,464,464,20,19,20,21,1,2,1,2,9,0,0,1,-1,-1
1073,1059,1073,1068,13,14,12,13,1,4,2,1,14,-14,5,-1,2,-1
618,618,628,623,21,19,21,19,2,2,2,1,0,-10,5,2,-2,2
1045,1031,510,1036,17,16,15,16,4,2,1,2,14,521,-526,1,1,-1
257,243,239,243,14,14,15,13,3,3,2,1,14,4,-4,0,-1,2
309,295,295,290,14,17,15,16,1,2,1,2,14,0,5,-3,2,-1
271,267,271,267,21,19,20,18,2,2,2,1,4,-4,4,2,-1,2
567,557,562,562,18,17,18,16,1,1,1,1,10,-5,0,1,-1,2
323,323,323,323,18,19,21,19,2,2,1,2,0,0,0,-1,-2,2
707,707,707,707,13,14,15,13,1,3,3,2,0,0,0,-1,-1,2
276,271,271,267,14,14,13,13,1,3,2,1,5,0,4,0,1,0
670,670,670,670,20,19,20,21,3,1,1,1,0,0,0,1,-1,-1
914,918,914,914,21,19,21,21,1,2,1,1,-4,4,0,2,-2,0
942,942,937,932,13,14,15,16,3,3,2,2,0,5,5,-1,-1,-1
721,721,721,717,13,14,12,13,3,1,3,2,0,0,4,-1,2,-1
196,192,187,187,14,17,15,16,1,1,1,1,4,5,0,-3,2,-1
571,562,557,553,14,14,13,13,2,1,2,3,9,5,4,0,1,0
239,229,229,229,14,14,15,13,1,2,2,1,10,0,0,0,-1,2
857,843,843,843,18,19,18,18,1,1,1,1,14,0,0,-1,1,0
1040,1036,1036,1031,17,16,15,16,2,2,3,2,4,0,5,1,1,-1
712,703,707,707,13,14,15,13,2,4,2,1,9,-4,0,-1,-1,2
684,679,679,684,20,19,18,18,3,1,1,1,5,0,-5,1,1,0
440,436,436,436,17,16,18,18,2,1,2,3,4,0,0,1,-2,0
618,600,600,590,14,14,13,13,3,4,2,2,18,0,10,0,1,0
951,951,946,942,20,19,18,18,3,1,1,1,0,5,4,1,1,0
1068,1064,1064,1059,13,14,15,16,3,2,3,2,4,0,5,-1,-1,-1
492,473,468,464,14,14,15,13,2,1,2,1,19,5,4,0,-1,2
778,773,768,773,13,14,15,16,1,2,5,2,5,5,-5,-1,-1,-1
529,524,707,524,14,14,20,13,1,2,1,1,5,-183,183,0,-6,7
942,932,932,937,13,14,13,13,2,2,1,1,10,0,-5,-1,1,0
220,215,210,210,18,17,18,19,1,1,1,1,5,5,0,1,-1,-1
703,698,698,698,20,19,18,18,1,2,1,3,5,0,0,1,1,0
342,337,323,323,13,14,13,13,1,1,1,1,5,14,0,-1,1,0
848,843,839,839,18,17,18,16,3,3,1,1,5,4,0,1,-1,2
834,820,820,815,14,17,15,16,1,2,1,3,14,0,5,-3,2,-1
689,689,684,684,13,14,12,13,1,2,2,3,0,5,0,-1,2,-1
182,1068,1078,1073,18,19,18,18,2,2,2,3,-886,-10,5,-1,1,0
478,473,473,468,17,16,15,16,2,1,2,1,5,0,5,1,1,-1
276,271,271,267,21,19,20,21,2,2,1,1,5,0,4,2,-1,-1
1007,1003,1003,998,20,19,20,21,2,2,2,1,4,0,5,1,-1,-1
646,637,642,642,17,16,15,16,2,2,1,1,9,-5,0,1,1,-1
436,426,421,421,13,16,15,16,2,3,2,2,10,5,0,-3,1,-1
515,515,515,510,14,17,15,16,3,1,1,3,0,0,5,-3,2,-1
370,370,370,370,17,16,15,16,2,1,2,1,0,0,0,1,1,-1
346,337,337,332,13,14,12,13,1,2,1,2,9,0,5,-1,2,-1
393,384,389,389,20,19,20,21,2,2,1,1,9,-5,0,1,-1,-1
1021,1012,1017,1017,17,19,18,18,1,3,2,1,9,-5,0,-2,1,0
1017,1007,1003,1003,13,14,15,13,2,3,1,1,10,4,0,-1,-1,2
534,524,524,529,21,19,20,19,1,3,2,4,10,0,-5,2,-1,1
510,501,506,506,14,14,15,13,1,2,3,1,9,-5,0,0,-1,2
534,529,524,524,14,14,13,13,3,1,1,2,5,5,0,0,1,0
243,239,239,239,21,19,20,21,3,1,1,2,4,0,0,2,-1,-1
895,886,886,886,14,14,13,13,5,1,1,3,9,0,0,0,1,0
974,970,979,974,13,14,15,13,1,1,2,2,4,-9,5,-1,-1,2
243,234,234,229,18,19,18,19,1,2,3,2,9,0,5,-1,1,-1
1068,1068,1064,1064,20,19,18,18,1,1,1,1,0,4,0,1,1,0
304,300,304,304,18,17,18,19,2,2,3,1,4,-4,0,1,-1,-1
534,529,524,524,18,17,18,19,3,2,1,1,5,5,0,1,-1,-1
989,984,970,970,17,16,18,18,2,1,3,2,5,14,0,1,-2,0
421,421,421,417,20,19,20,21,1,2,2,2,0,0,4,1,-1,-1
473,468,468,459,20,19,20,18,2,2,2,1,5,0,9,1,-1,2
674,674,674,674,13,16,15,16,3,1,2,1,0,0,0,-3,1,-1
271,271,267,262,18,19,20,18,3,1,2,2,0,4,5,-1,-1,2
262,253,262,257,14,14,13,13,3,2,2,1,9,-9,5,0,1,0
304,295,300,295,14,17,15,16,3,3,4,2,9,-5,5,-3,2,-1
604,600,590,576,14,14,15,13,1,1,2,2,4,10,14,0,-1,2
1012,1007,1012,1007,17,16,18,18,3,2,2,2,5,-5,5,1,-2,0
229,206,215,210,18,17,18,16,1,4,2,2,23,-9,5,1,-1,2
581,581,581,576,21,19,20,18,1,1,1,1,0,0,5,2,-1,2
281,267,262,267,14,14,13,13,2,1,1,1,14,5,-5,0,1,0
454,450,445,445,17,16,18,18,2,1,1,2,4,5,0,1,-2,0
487,473,473,473,21,19,20,21,2,2,1,1,14,0,0,2,-1,-1
839,839,839,834,14,14,13,13,2,1,1,1,0,0,5,0,1,0
407,407,398,398,13,14,15,13,2,3,3,2,0,9,0,-1,-1,2
220,220,215,215,18,19,18,19,3,2,1,1,0,5,0,-1,1,-1
689,684,684,689,20,19,20,18,1,2,3,1,5,0,-5,1,-1,2
567,553,557,548,14,14,13,13,1,5,1,2,14,-4,9,0,1,0
243,239,239,234,14,17,15,16,2,2,1,3,4,0,5,-3,2,-1
182,182,1078,1073,14,14,13,13,2,1,1,2,0,-896,5,0,1,0
745,736,731,736,17,16,18,18,3,1,1,1,9,5,-5,1,-2,0
524,506,510,515,18,17,18,19,2,2,1,1,18,-4,-5,1,-1,-1
1059,1054,1059,1054,13,14,12,13,1,2,2,1,5,-5,5,-1,2,-1
318,314,314,314,18,19,18,19,1,2,1,1,4,0,0,-1,1,-1
384,384,384,384,17,16,15,16,1,1,3,1,0,0,0,1,1,-1
389,384,384,384,17,16,18,16,1,1,1,1,5,0,0,1,-2,2
393,393,389,389,17,16,18,16,1,1,1,2,0,4,0,1,-2,2
506,506,510,506,14,14,15,13,2,2,2,1,0,-4,4,0,-1,2
182,1073,1078,1078,18,16,18,16,1,2,1,1,-891,-5,0,2,-2,2
478,473,468,468,17,16,18,18,2,1,4,1,5,5,0,1,-2,0
820,815,815,815,14,14,13,13,2,3,1,3,5,0,0,0,1,0
267,262,257,262,14,14,15,13,3,4,1,1,5,5,-5,0,-1,2
323,318,318,318,14,14,13,13,1,4,1,1,5,0,0,0,1,0
1012,1007,1007,1007,13,14,12,13,1,4,3,2,5,0,0,-1,2,-1
1073,1064,1068,1064,17,19,18,18,3,2,1,3,9,-4,4,-2,1,0
956,960,960,960,20,19,20,18,1,3,3,1,-4,0,0,1,-1,2
693,684,674,684,20,19,18,18,2,1,3,2,9,10,-10,1,1,0
520,510,515,515,21,19,20,21,1,2,1,1,10,-5,0,2,-1,-1
773,773,768,773,13,14,15,16,1,1,3,1,0,5,-5,-1,-1,-1
215,215,210,210,14,17,15,16,1,2,1,1,0,5,0,-3,2,-1
229,206,196,201,14,14,13,13,3,1,1,3,23,10,-5,0,1,0
562,553,553,548,18,19,18,18,2,2,1,2,9,0,5,-1,1,0
571,562,567,557,18,19,18,18,2,2,2,2,9,-5,10,-1,1,0
923,923,923,918,18,17,18,16,1,1,2,2,0,0,5,1,-1,2
764,759,754,750,13,14,12,13,3,3,2,2,5,5,4,-1,2,-1
271,267,267,267,18,17,18,18,2,3,1,1,4,0,0,1,-1,0
834,824,824,824,14,14,13,13,1,4,1,2,10,0,0,0,1,0
576,576,576,576,18,17,18,18,2,3,1,1,0,0,0,1,-1,0
510,510,510,506,18,17,18,19,1,3,1,2,0,0,4,1,-1,-1
220,215,215,210,21,19,20,19,2,3,3,2,5,0,5,2,-1,1
356,346,356,351,13,14,12,13,3,2,5,3,10,-10,5,-1,2,-1
515,506,510,515,21,19,20,21,2,2,1,3,9,-4,-5,2,-1,-1
267,267,267,262,18,19,20,18,1,1,1,2,0,0,5,-1,-1,2
731,726,726,726,17,16,18,18,1,4,1,2,5,0,0,1,-2,0
421,407,412,412,20,19,20,18,2,2,1,1,14,-5,0,1,-1,2
478,468,468,473,17,16,15,16,2,4,1,1,10,0,-5,1,1,-1
764,750,754,754,13,14,12,13,3,2,1,2,14,-4,0,-1,2,-1
370,370,370,365,17,16,15,16,3,3,2,2,0,0,5,1,1,-1
187,1078,1073,1064,14,16,15,16,2,1,3,4,-891,5,9,-2,1,-1
857,848,848,848,18,17,18,16,1,1,3,1,9,0,0,1,-1,2
839,839,834,834,14,14,13,13,3,2,1,3,0,5,0,0,1,0
1068,1059,1059,1059,13,14,15,13,2,3,1,1,9,0,0,-1,-1,2
956,946,942,946,17,16,15,16,2,1,3,4,10,4,-4,1,1,-1
370,360,360,360,20,19,20,21,1,2,1,1,10,0,0,1,-1,-1
393,384,379,379,17,16,15,16,2,3,1,1,9,5,0,1,1,-1
393,384,389,384,13,14,12,13,1,4,2,2,9,-5,5,-1,2,-1
1017,1012,1012,1007,17,16,15,16,2,1,1,2,5,0,5,1,1,-1
782,787,787,782,14,17,15,16,1,1,2,2,-5,0,5,-3,2,-1
1007,1003,1007,1003,13,14,12,13,1,3,3,2,4,-4,4,-1,2,-1
248,243,243,243,18,17,18,16,2,2,1,1,5,0,0,1,-1,2
1036,1026,1021,1021,17,16,15,16,2,1,1,1,10,5,0,1,1,-1
210,201,196,192,14,14,15,16,2,1,2,2,9,5,4,0,-1,-1
810,801,806,806,14,17,15,16,2,2,1,1,9,-5,0,-3,2,-1
1054,1050,1040,1045,13,14,15,16,1,1,1,2,4,10,-5,-1,-1,-1
820,810,806,806,14,14,13,13,3,3,3,2,10,4,0,0,1,0
562,557,562,557,14,14,15,16,2,4,1,1,5,-5,5,0,-1,-1
421,421,417,417,20,19,20,21,1,1,3,2,0,4,0,1,-1,-1
1068,1064,1064,1068,20,19,20,21,1,2,1,5,4,0,-4,1,-1,-1
356,342,351,356,13,16,15,16,2,2,2,1,14,-9,-5,-3,1,-1
670,665,665,665,17,16,15,16,3,2,3,2,5,0,0,1,1,-1
567,562,567,557,14,17,15,16,2,1,2,1,5,-5,10,-3,2,-1
468,689,450,450,20,16,18,18,1,1,3,3,-221,239,0,4,-2,0
257,248,248,248,14,14,15,16,2,3,2,1,9,0,0,0,-1,-1
501,487,473,468,14,14,12,13,1,3,3,2,14,14,5,0,2,-1
998,984,989,989,17,16,15,16,1,2,3,3,14,-5,0,1,1,-1
304,295,295,295,14,14,15,13,2,2,2,1,9,0,0,0,-1,2
257,248,253,253,14,17,15,16,3,4,1,1,9,-5,0,-3,2,-1
881,876,876,876,14,17,15,16,1,2,1,2,5,0,0,-3,2,-1
623,618,618,614,14,14,15,13,1,3,1,2,5,0,4,0,-1,2
698,698,698,693,17,16,15,16,1,3,2,4,0,0,5,1,1,-1
810,810,806,806,14,14,13,13,2,1,1,2,0,4,0,0,1,0
857,843,839,834,14,14,13,13,2,2,1,2,14,4,5,0,1,0
843,839,834,834,14,17,15,16,1,4,1,1,4,5,0,-3,2,-1
487,482,482,482,14,17,15,16,1,1,1,1,5,0,0,-3,2,-1
951,942,942,946,20,19,20,18,2,1,1,1,9,0,-4,1,-1,2
262,257,257,253,21,19,20,21,2,3,1,2,5,0,4,2,-1,-1
215,215,215,206,14,14,15,13,2,3,2,3,0,0,9,0,-1,2
309,309,309,309,14,14,15,13,1,3,2,3,0,0,0,0,-1,2
248,248,248,248,14,14,13,13,2,3,1,4,0,0,0,0,1,0
501,501,496,496,14,14,15,13,5,3,1,2,0,5,0,0,-1,2
314,314,314,314,18,19,18,19,2,1,2,1,0,0,0,-1,1,-1
689,693,689,684,17,16,15,16,3,5,1,2,-4,4,5,1,1,-1
407,407,407,403,17,16,18,16,3,1,3,1,0,0,4,1,-2,2
543,534,539,539,21,19,20,21,1,2,1,1,9,-5,0,2,-1,-1
445,445,445,440,13,14,12,13,1,1,2,3,0,0,5,-1,2,-1
900,890,895,895,14,14,15,13,3,3,1,3,10,-5,0,0,-1,2
979,979,979,979,13,16,15,16,1,2,2,1,0,0,0,-3,1,-1
553,548,543,543,18,19,18,18,1,2,1,1,5,5,0,-1,1,0
1040,1036,1031,1031,13,14,12,13,1,2,4,2,4,5,0,-1,2,-1
876,867,871,871,14,14,15,13,1,3,2,2,9,-4,0,0,-1,2
698,698,707,707,13,14,15,13,1,1,2,2,0,-9,0,-1,-1,2
356,351,346,342,13,14,15,13,1,3,1,2,5,5,4,-1,-1,2
693,684,679,679,13,14,15,13,2,3,1,1,9,5,0,-1,-1,2
192,187,192,187,14,14,13,13,1,2,3,1,5,-5,5,0,1,0
707,698,698,698,20,19,18,18,2,3,1,1,9,0,0,1,1,0
942,942,937,937,17,19,18,18,2,1,2,2,0,5,0,-2,1,0
993,984,979,974,13,14,15,13,1,3,1,4,9,5,5,-1,-1,2
759,754,754,754,20,19,20,21,3,2,3,3,5,0,0,1,-1,-1
187,182,187,182,18,17,18,19,2,2,2,1,5,-5,5,1,-1,-1
384,384,379,407,20,19,20,21,3,1,1,3,0,5,-28,1,-1,-1
782,778,778,768,14,16,15,16,1,1,1,2,4,0,10,-2,1,-1
393,393,393,389,17,16,18,16,3,2,1,2,0,0,4,1,-2,2
979,974,974,979,20,19,20,21,2,2,1,3,5,0,-5,1,-1,-1
304,295,304,314,21,19,20,21,3,3,1,3,9,-9,-10,2,-1,-1
534,539,539,539,14,14,13,13,2,3,1,1,-5,0,0,0,1,0
843,824,824,824,21,19,20,19,3,2,1,2,19,0,0,2,-1,1
946,937,937,937,13,14,12,13,2,3,1,2,9,0,0,-1,2,-1
393,389,389,379,17,19,18,18,3,1,2,1,4,0,10,-2,1,0
1007,998,1003,1003,20,19,20,18,1,1,2,1,9,-5,0,1,-1,2
281,271,281,276,14,14,15,13,2,2,3,1,10,-10,5,0,-1,2
820,810,806,806,14,14,13,13,3,2,2,1,10,4,0,0,1,0
271,262,267,271,14,14,13,13,1,1,2,1,9,-5,-4,0,1,0
450,445,445,440,17,16,18,18,3,1,2,2,5,0,5,1,-2,0
398,393,393,393,13,14,15,13,1,2,2,1,5,0,0,-1,-1,2
721,717,712,717,13,14,12,13,2,3,2,3,4,5,-5,-1,2,-1
571,557,548,557,14,17,15,16,1,2,1,3,14,9,-9,-3,2,-1
970,970,970,965,17,19,18,18,1,1,2,2,0,0,5,-2,1,0
271,271,267,257,18,17,15,16,2,2,3,2,0,4,10,1,2,-1
1054,1050,1050,1040,17,16,15,16,1,1,1,2,4,0,10,1,1,-1
1073,1073,1068,1073,20,19,20,21,1,1,1,1,0,5,-5,1,-1,-1
918,914,918,918,14,14,15,16,3,4,2,2,4,-4,0,0,-1,-1
679,674,674,674,13,14,12,13,5,2,1,1,5,0,0,-1,2,-1
182,1078,1073,1078,14,14,15,13,1,1,1,1,-896,5,-5,0,-1,2
684,674,674,670,20,19,18,18,1,2,1,1,10,0,4,1,1,0
904,890,890,886,14,17,15,16,3,3,2,1,14,0,4,-3,2,-1
520,515,515,520,14,14,13,13,3,2,2,1,5,0,-5,0,1,0
1031,1026,1021,1017,13,14,15,13,2,3,1,1,5,5,4,-1,-1,2
843,834,834,834,14,17,15,16,1,3,2,1,9,0,0,-3,2,-1
557,534,524,529,14,14,13,13,1,2,1,1,23,10,-5,0,1,0
1026,1017,1012,1012,13,14,12,13,1,1,1,1,9,5,0,-1,2,-1
773,764,764,764,13,14,15,13,1,2,1,2,9,0,0,-1,-1,2
1073,1064,1068,1064,13,14,12,13,3,2,1,1,9,-4,4,-1,2,-1
271,276,271,271,21,19,20,21,2,3,1,1,-5,5,0,2,-1,-1
201,192,196,196,14,14,13,13,2,2,2,3,9,-4,0,0,1,0
248,243,239,239,21,19,20,18,1,3,1,2,5,4,0,2,-1,2
651,637,632,642,13,14,15,13,2,3,1,4,14,5,-10,-1,-1,2
506,506,501,506,14,14,13,13,3,3,1,3,0,5,-5,0,1,0
745,740,740,736,17,19,18,18,3,3,1,2,5,0,4,-2,1,0
1026,1021,1017,1012,13,14,15,13,1,1,1,1,5,4,5,-1,-1,2
520,506,501,501,14,14,13,13,1,2,3,1,14,5,0,0,1,0
909,900,909,904,14,14,15,13,1,3,2,2,9,-9,5,0,-1,2
206,196,196,192,14,14,15,13,1,2,1,1,10,0,4,0,-1,2
267,262,248,243,14,14,15,13,2,3,1,2,5,14,5,0,-1,2
824,815,820,820,21,19,20,21,1,2,2,1,9,-5,0,2,-1,-1
253,248,253,253,18,17,18,18,1,1,2,1,5,-5,0,1,-1,0
365,356,356,356,13,14,15,13,1,2,1,1,9,0,0,-1,-1,2
431,426,421,417,17,16,15,16,1,1,1,2,5,5,4,1,1,-1
876,871,871,867,14,14,15,13,2,3,2,2,5,0,4,0,-1,2
243,229,229,229,14,14,13,13,4,1,1,1,14,0,0,0,1,0
557,557,553,553,21,19,20,18,1,1,1,2,0,4,0,2,-1,2
407,403,393,393,17,16,18,16,3,1,3,2,4,10,0,1,-2,2
1040,1036,1031,1026,13,14,15,13,3,3,3,2,4,5,5,-1,-1,2
224,215,234,215,21,19,20,19,3,1,1,1,9,-19,19,2,-1,1
876,867,862,862,14,14,15,16,3,3,1,1,9,5,0,0,-1,-1
182,1073,1073,1068,18,16,18,16,2,1,2,1,-891,0,5,2,-2,2
989,984,979,979,17,16,18,16,2,3,2,1,5,5,0,1,-2,2
440,431,426,417,17,19,18,18,2,2,1,2,9,5,9,-2,1,0
267,262,257,262,14,14,15,13,2,1,2,1,5,5,-5,0,-1,2
848,839,834,839,18,19,18,18,1,1,1,1,9,5,-5,-1,1,0
281,281,276,281,14,14,15,13,1,3,1,3,0,5,-5,0,-1,2
384,384,384,379,20,19,20,21,1,1,2,2,0,0,5,1,-1,-1
482,478,487,487,18,19,18,19,2,1,2,2,4,-9,0,-1,1,-1
820,815,806,806,21,19,20,21,1,2,3,2,5,9,0,2,-1,-1
843,834,834,829,14,17,15,16,2,1,2,1,9,0,5,-3,2,-1
1045,1040,1050,1054,20,19,20,18,2,1,3,1,5,-10,-4,1,-1,2
689,684,684,684,20,19,20,21,1,3,1,3,5,0,0,1,-1,-1
473,468,468,468,13,14,15,13,3,1,1,2,5,0,0,-1,-1,2
806,806,810,806,18,19,18,19,4,3,2,3,0,-4,4,-1,1,-1
